timestamp,object,confidence,x1,y1,x2,y2
2025-10-28 11:49:46,person,0.923,2,3,619,478
2025-10-28 11:49:46,person,0.905,0,0,613,479
2025-10-28 11:49:46,person,0.907,1,0,608,479
2025-10-28 11:49:46,person,0.909,0,0,609,479
2025-10-28 11:49:47,person,0.905,0,0,616,479
2025-10-28 11:49:47,person,0.903,1,0,620,478
2025-10-28 11:49:47,person,0.9,0,0,610,479
2025-10-28 11:49:48,person,0.912,0,0,608,479
2025-10-28 11:49:48,person,0.913,1,0,613,479
2025-10-28 11:49:48,person,0.901,1,3,617,478
2025-10-28 11:49:49,person,0.895,1,0,608,478
2025-10-28 11:49:49,person,0.905,0,3,613,479
2025-10-28 11:49:49,person,0.907,2,0,611,479
2025-10-28 11:49:49,person,0.906,1,3,609,479
2025-10-28 11:49:49,person,0.906,1,3,615,478
2025-10-28 11:49:49,person,0.903,1,3,618,479
2025-10-28 11:49:50,person,0.906,0,4,610,479
2025-10-28 11:49:50,person,0.908,1,3,616,479
2025-10-28 11:49:50,chair,0.529,561,222,639,473
2025-10-28 11:49:50,person,0.893,0,1,611,479
2025-10-28 11:49:50,person,0.897,0,1,613,479
2025-10-28 11:49:50,person,0.904,0,1,615,479
2025-10-28 11:49:51,person,0.894,0,1,611,479
2025-10-28 11:49:51,person,0.901,1,3,619,478
2025-10-28 11:49:51,person,0.893,0,1,611,479
2025-10-28 11:49:51,person,0.908,0,0,622,480
2025-10-28 11:49:51,person,0.886,1,1,616,479
2025-10-28 11:49:51,person,0.89,0,1,617,479
2025-10-28 11:49:52,person,0.879,2,1,630,479
2025-10-28 11:49:52,person,0.931,1,3,631,479
2025-10-28 11:49:52,person,0.934,1,3,631,479
2025-10-28 11:49:52,person,0.929,4,1,638,478
2025-10-28 11:49:53,person,0.92,5,1,637,479
2025-10-28 11:49:53,person,0.927,2,1,615,479
2025-10-28 11:49:53,person,0.931,1,0,620,479
2025-10-28 11:49:53,person,0.925,18,1,627,479
2025-10-28 11:49:54,person,0.915,12,0,628,479
2025-10-28 11:49:54,person,0.911,13,0,625,479
2025-10-28 11:49:54,person,0.912,18,3,625,479
2025-10-28 11:49:54,person,0.919,0,4,625,479
2025-10-28 11:49:55,person,0.914,3,3,620,479
2025-10-28 11:49:55,person,0.566,84,191,200,330
2025-10-28 11:49:55,person,0.913,14,2,629,479
2025-10-28 11:49:55,person,0.583,84,192,200,334
2025-10-28 11:49:55,person,0.92,35,0,626,479
2025-10-28 11:49:55,person,0.921,24,2,629,479
2025-10-28 11:49:55,person,0.522,84,191,201,329
2025-10-28 11:49:56,person,0.912,24,2,628,479
2025-10-28 11:49:56,person,0.565,83,190,199,329
2025-10-28 11:49:56,person,0.913,24,3,628,479
2025-10-28 11:49:56,person,0.584,84,191,200,329
2025-10-28 11:49:56,person,0.924,24,0,624,479
2025-10-28 11:53:49,person,0.902,18,2,634,479
2025-10-28 11:53:49,person,0.901,18,1,631,479
2025-10-28 11:54:24,person,0.925,0,2,628,480
2025-10-28 11:54:25,person,0.925,0,2,632,480
2025-10-28 11:54:25,person,0.92,0,2,633,479
2025-10-28 11:54:25,person,0.66,0,186,128,378
2025-10-28 11:54:25,person,0.928,0,2,631,479
2025-10-28 11:54:25,person,0.706,0,185,109,421
2025-10-28 11:54:26,person,0.924,0,2,631,479
2025-10-28 11:54:26,person,0.603,0,187,101,427
2025-10-28 11:54:26,person,0.925,0,2,632,479
2025-10-28 11:54:26,person,0.633,0,185,103,432
2025-10-28 11:54:26,person,0.927,0,2,632,479
2025-10-28 11:54:26,person,0.728,0,185,102,432
2025-10-28 11:54:27,person,0.922,0,3,632,480
2025-10-28 11:54:27,person,0.742,0,183,101,433
2025-10-28 11:54:27,person,0.926,0,3,632,479
2025-10-28 11:54:27,person,0.501,0,186,100,436
2025-10-28 11:54:28,person,0.927,0,3,632,479
2025-10-28 11:54:28,person,0.589,0,184,107,422
2025-10-28 11:54:28,person,0.917,0,3,628,479
2025-10-28 11:54:28,person,0.536,0,186,108,428
2025-10-28 11:54:28,person,0.922,0,2,631,479
2025-10-28 11:54:28,person,0.657,0,188,114,435
2025-10-28 11:54:29,person,0.927,0,2,633,479
2025-10-28 11:54:29,person,0.779,0,188,115,430
2025-10-28 11:54:29,person,0.928,0,2,631,479
2025-10-28 11:54:29,person,0.557,0,190,115,416
2025-10-28 11:54:30,person,0.919,0,2,631,479
2025-10-28 11:54:30,person,0.703,0,197,126,423
2025-10-28 11:54:30,person,0.927,0,1,633,478
2025-10-28 11:54:31,person,0.935,0,0,630,478
2025-10-28 11:54:31,person,0.934,0,1,632,478
